SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
8,24.8,222597,8,21,tcp,1540,-------,9,6943,16088,24775500,clien-8,Switch1,22.170502,22.170502,22.180626,0,328.11323,505294,1540,0.236278,0,22.170502,22.200872,1,50.031854,Normal
24.5,5,327500,24,23,ack,55,-------,6,9755,16091,885005,server1,Router,30.7465,30.7465,30.756503,0,328.204851,18051.3,55,0.00844,0,30.7465,30.776509,1.030042,50.057349,Normal
24.8,8,305713,24,23,ack,55,-------,9,9205,16088,884840,server1,Router,29.07712,29.07712,29.087123,0,328.113525,18046.2,55,0.008438,0,29.07712,29.10713,1.030054,50.061864,Normal
24,0,303161,23,21,ack,55,-------,1,9149,16091,885005,Router,Switch1,28.890592,28.890592,28.900595,0,328.316229,18057.4,55,0.00844,0,28.880589,28.910598,1.03001,50.040685,Normal
15,24.15,553160,15,22,tcp,1540,-------,16,15455,16092,24781700,clien-15,Switch2,48.056701,48.056701,48.066824,0,328.205808,505437,1540,0.236337,0.001353,48.056701,48.088424,1,50.030211,Normal
8.1,24.28,626155,23,24,cbr,1000,-------,29,5484,6250,6250000,Router,server1,68.8928,68.89344,68.90352,0.00064,124.941228,124941,1000,0.059605,0.00128,68.872,68.90352,25,75.02352,Normal
17.1,24.37,636303,22,23,cbr,1000,-------,38,5987,6250,6250000,Switch2,Router,72.90608,72.90664,72.91672,0.00056,124.941427,124941,1000,0.059605,0.0012,72.896,72.92744,25,75.02344,Normal
13.1,24.33,611665,13,22,cbr,1000,-------,34,4764,6250,6250000,clien-13,Switch2,63.112,63.112,63.12208,0,124.943026,124943,1000,0.059605,0.00056,63.112,63.1428,25,75.0228,Normal
0.2,24.42,7815,23,24,cbr,1500,-------,21,302,9108,13662000,router,server1,8.335726,8.336926,8.347046,0.0012,1016.54917,1524820,1500,0.130291,0.03276,8.314286,8.347046,1,9.959724,UDP-Flood
3,24.3,379039,21,23,tcp,1540,-------,4,11068,16091,24780100,Switch1,Router,34.712717,34.712717,34.72284,0,328.240918,505490,1540,0.236321,0,34.702594,34.732963,1,50.02192,Normal
2.1,24.22,640282,21,23,cbr,1000,-------,23,6185,6250,6250000,Switch1,Router,74.49008,74.49024,74.50032,0.00016,124.943625,124944,1000,0.059605,0.00032,74.48,74.51056,25,75.02256,Normal
24.13,13,120795,24,23,ack,55,-------,14,3768,16103,885665,server1,Router,12.590526,12.590526,12.60053,0,328.460278,18065.3,55,0.008446,0,12.590526,12.620536,1.030032,50.055747,Normal
10.1,24.3,591842,22,23,cbr,1000,-------,31,3780,6250,6250000,Switch2,Router,55.25008,55.25008,55.26016,0,124.944225,124944,1000,0.059605,0.00008,55.24,55.27032,25,75.02232,Normal
12.1,24.32,370919,12,22,cbr,1000,-------,33,1135,6250,6250000,clien-12,Switch2,34.08,34.08,34.09008,0,124.943426,124943,1000,0.059605,0.000503,34.08,34.110743,25,75.02264,Normal
24.8,8,44523,24,23,ack,55,-------,9,1380,16088,884840,server1,Router,5.402322,5.402322,5.412325,0,328.113525,18046.2,55,0.008438,0,5.402322,5.432331,1.030054,50.061864,Normal
24.1,1,51387,21,1,ack,55,-------,2,1599,16091,885005,Switch1,clien-1,6.066664,6.066664,6.076667,0,328.297902,18056.4,55,0.00844,0,6.046658,6.076667,1.030016,50.043427,Normal
8.1,24.28,609910,8,21,cbr,1000,-------,29,4677,6250,6250000,clien-8,Switch1,62.416,62.416,62.42608,0,124.941228,124941,1000,0.059605,0.00128,62.416,62.44752,25,75.02352,Normal
24.8,8,85709,21,8,ack,55,-------,9,2667,16088,884840,Switch1,clien-8,9.300765,9.300765,9.310768,0,328.113525,18046.2,55,0.008438,0,9.280758,9.310768,1.030054,50.061864,Normal
10.1,24.3,377597,22,23,cbr,1000,-------,31,1199,6250,6250000,Switch2,Router,34.60208,34.60208,34.61216,0,124.944225,124944,1000,0.059605,0.000076,34.592,34.622316,25,75.02232,Normal
0,24,336095,21,23,tcp,1540,-------,1,9989,16091,24780100,Switch1,Router,31.417393,31.417393,31.427516,0,328.316229,505606,1540,0.236321,0,31.407269,31.437639,1,50.010675,Normal
7,24.7,100564,7,21,tcp,1540,-------,8,3138,16090,24778600,clien-7,Switch1,10.682981,10.682981,10.693104,0,328.167486,505378,1540,0.236307,0,10.682981,10.71335,1,50.029842,Normal
9,24.9,451465,9,21,tcp,1540,-------,10,12887,16085,24770900,clien-9,Switch1,40.256797,40.256797,40.26692,0,328.063862,505218,1540,0.236234,0.0016,40.256797,40.288766,1,50.030088,Normal
10.1,24.3,393665,23,24,cbr,1000,-------,31,1353,6250,6250000,Router,server1,35.844239,35.844362,35.854442,0.000123,124.944225,124944,1000,0.059605,0.000202,35.824,35.854442,25,75.02232,Normal
24.2,2,94314,23,21,ack,55,-------,3,2932,16091,885005,Router,Switch1,10.103546,10.103546,10.113549,0,328.26412,18054.5,55,0.00844,0,10.093542,10.123552,1.030022,50.048477,Normal
24.9,9,38303,21,9,ack,55,-------,10,1189,16085,884675,Switch1,clien-9,4.83357,4.83357,4.843573,0,328.064183,18043.5,55,0.008437,0,4.813563,4.843573,1.030058,50.060098,Normal
5,24.5,375905,5,21,tcp,1540,-------,6,10988,16091,24780100,clien-5,Switch1,34.462734,34.462734,34.472857,0,328.204637,505434,1540,0.236321,0,34.462734,34.493103,1,50.027339,Normal
4,24.4,561644,21,23,tcp,1540,-------,5,15664,16091,24780100,Switch1,Router,48.718355,48.718355,48.728478,0,328.217832,505455,1540,0.236321,0.000119,48.708232,48.73872,1,50.025368,Normal
8,24.8,95451,23,24,tcp,1540,-------,9,2980,16088,24775500,Router,server1,10.222904,10.222904,10.233027,0,328.11323,505294,1540,0.236278,0,10.202658,10.233027,1,50.031854,Normal
14,24.14,565778,23,24,tcp,1540,-------,15,15778,16103,24798600,Router,server1,49.045003,49.045885,49.056008,0.000882,328.431807,505785,1540,0.236498,0.001477,49.024162,49.056008,1,50.029965,Normal
25,20,61975,21,20,tcp,576,-------,0,288905,7110,4092144,switch1,clienthttp,58.990989,58.990989,59.030205,0,95.145988,54761.052361,575.547679,0.039026,0.113037,58.917168,59.030205,1.27255,75.999821,Normal
24.6,6,306086,21,6,ack,55,-------,7,9212,16091,885005,Switch1,clien-6,29.125453,29.125453,29.135456,0,328.19309,18050.6,55,0.00844,0,29.105446,29.135456,1.030048,50.059112,Normal
2,24.2,68004,23,24,tcp,1540,-------,3,2126,16091,24780100,Router,server1,7.634483,7.634483,7.644606,0,328.26404,505526,1540,0.236321,0,7.614237,7.644606,1,50.018467,Normal
24.3,3,101428,21,3,ack,55,-------,4,3154,16091,885005,Switch1,clien-3,10.781293,10.781293,10.791296,0,328.241051,18053.3,55,0.00844,0,10.761286,10.791296,1.030029,50.051929,Normal
4,24.4,196883,21,23,tcp,1540,-------,5,6145,16091,24780100,Switch1,Router,19.762227,19.762227,19.77235,0,328.217832,505455,1540,0.236321,0,19.752104,19.782473,1,50.025368,Normal
24.1,1,524209,23,21,ack,55,-------,2,14721,16091,885005,Router,Switch1,45.847602,45.847602,45.857605,0,328.297902,18056.4,55,0.00844,0,45.837598,45.867608,1.030016,50.043427,Normal
24.15,15,104828,24,23,ack,55,-------,16,3270,16092,885060,server1,Router,11.085482,11.085482,11.095485,0,328.206042,18051.3,55,0.008441,0,11.085482,11.115491,1.030045,50.060221,Normal
24.7,7,506977,21,7,ack,55,-------,8,14271,16090,884950,Switch1,clien-7,44.536766,44.536766,44.54677,0,328.167767,18049.2,55,0.00844,0,44.51676,44.54677,1.030051,50.059851,Normal
13,24.13,205643,13,22,tcp,1540,-------,14,6417,16103,24798600,clien-13,Switch2,20.573712,20.573712,20.583835,0,328.460131,505828,1540,0.236498,0,20.573712,20.604082,1,50.025737,Normal
10,24.1,340957,23,24,tcp,1540,-------,11,10120,16103,24798600,Router,server1,31.800511,31.800634,31.810758,0.000123,328.561898,505985,1540,0.236498,0.000123,31.780265,31.810758,1,50.010552,Normal
24.5,5,198497,24,23,ack,55,-------,6,6184,16091,885005,server1,Router,19.903848,19.903848,19.913851,0,328.204851,18051.3,55,0.00844,0,19.903848,19.933857,1.030042,50.057349,Normal
24.1,1,326178,23,21,ack,55,-------,2,9725,16091,885005,Router,Switch1,30.655607,30.655607,30.66561,0,328.297902,18056.4,55,0.00844,0,30.645604,30.675613,1.030016,50.043427,Normal
24.4,4,562460,23,21,ack,55,-------,5,15681,16091,885005,Router,Switch1,48.780272,48.780272,48.790275,0,328.218006,18052,55,0.00844,0,48.770269,48.800279,1.030035,50.055377,Normal
11,24.11,444908,23,24,tcp,1540,-------,12,12734,16103,24798600,Router,server1,39.773938,39.775538,39.785661,0.0016,328.522879,505925,1540,0.236498,0.0016,39.753691,39.785661,1,50.016373,Normal
24.14,14,80305,24,23,ack,55,-------,15,2492,16103,885665,server1,Router,8.77136,8.77136,8.781363,0,328.432001,18063.8,55,0.008446,0,8.77136,8.80137,1.030038,50.059974,Normal
11,24.11,373990,11,22,tcp,1540,-------,12,10945,16103,24798600,clien-11,Switch2,34.314254,34.314254,34.324378,0,328.522879,505925,1540,0.236498,0.001557,34.314254,34.346181,1,50.016373,Normal
26,25.1,7414,26,25,tcp,576,-------,1,374665,5628,3241120,webserverlistin,webcache,7.92232,8.036784,8.076,0.114464,658.090443,378989.000956,575.891969,0.03091,0.15368,7.92232,8.076,1.447776,9.999792,Normal
24.5,5,578031,24,23,ack,55,-------,6,16069,16091,885005,server1,Router,49.964906,49.964906,49.974909,0,328.204851,18051.3,55,0.00844,0,49.964906,49.994915,1.030042,50.057349,Normal
18.2,24.6,58577,18,22,cbr,1500,-------,39,2130,8655,12982500,client-18,switch2,55.710571,55.710571,55.720691,0,962.684973,1444030,1500,0.123811,0.0312,55.710571,55.741771,1,9.99048,UDP-Flood
4,24.4,429885,21,23,tcp,1540,-------,5,12347,16091,24780100,Switch1,Router,38.612214,38.612522,38.622645,0.000308,328.217832,505455,1540,0.236321,0.001724,38.602091,38.634184,1,50.025368,Normal
1.2,24.43,43614,1,21,cbr,1500,-------,22,1672,9108,13662000,client-1,switch1,41.667429,41.667909,41.678029,0.00048,1016.54293,1524810,1500,0.130291,0.0354,41.667429,41.702829,1,9.959779,UDP-Flood
0.1,24.2,634775,0,21,cbr,1000,-------,21,5912,6250,6250000,clien-0,Switch1,72.296,72.296,72.30608,0,124.944425,124944,1000,0.059605,0,72.296,72.32624,25,75.02224,Normal
3,24.3,404001,21,23,tcp,1540,-------,4,11702,16091,24780100,Switch1,Router,36.626672,36.62725,36.637373,0.000578,328.240918,505490,1540,0.236321,0.001847,36.616549,36.648765,1,50.02192,Normal
3,24.3,70351,21,23,tcp,1540,-------,4,2193,16091,24780100,Switch1,Router,7.842592,7.842592,7.852715,0,328.240918,505490,1540,0.236321,0,7.832469,7.862838,1,50.02192,Normal
18.2,24.6,61935,22,23,cbr,1192,-------,39,2254,8655,10316800,switch2,router,58.803433,58.805183,58.815279,0.00175,962.684973,1147520,1192,0.098389,0.033692,58.792857,58.826549,1,9.99048,UDP-Flood
24.1,10,300855,24,23,ack,55,-------,11,9091,16103,885665,server1,Router,28.704008,28.704008,28.714011,0,328.561918,18070.9,55,0.008446,0,28.704008,28.734018,1.030013,50.040562,Normal
19.1,24.39,614172,19,22,cbr,1000,-------,40,4888,6250,6250000,clien-19,Switch2,64.104,64.104,64.11408,0,124.940628,124941,1000,0.059605,0.00152,64.104,64.13576,25,75.02376,Normal
8,24.8,130880,21,23,tcp,1540,-------,9,4085,16088,24775500,Switch1,Router,13.546865,13.546865,13.556988,0,328.11323,505294,1540,0.236278,0,13.536742,13.567112,1,50.031854,Normal
6,24.6,69154,6,21,tcp,1540,-------,7,2159,16091,24780100,clien-6,Switch1,7.721813,7.721813,7.731936,0,328.192835,505416,1540,0.236321,0,7.721813,7.752182,1,50.029102,Normal
11.1,24.31,624688,11,22,cbr,1000,-------,32,5411,6250,6250000,clien-11,Switch2,68.288,68.288,68.29808,0,124.943825,124944,1000,0.059605,0.00024,68.288,68.31848,25,75.02248,Normal
8,24.8,451095,8,21,tcp,1540,-------,9,12881,16088,24775500,clien-8,Switch1,40.230056,40.230056,40.240179,0,328.11323,505294,1540,0.236278,0,40.230056,40.260426,1,50.031854,Normal
14.1,24.34,610139,23,24,cbr,1000,-------,35,4688,6250,6250000,Router,server1,62.52448,62.52488,62.53496,0.0004,124.942626,124943,1000,0.059605,0.00072,62.504,62.53496,25,75.02296,Normal
5,24.5,419920,5,21,tcp,1540,-------,6,12095,16091,24780100,clien-5,Switch1,37.83912,37.83912,37.849243,0,328.204637,505434,1540,0.236321,0,37.83912,37.86949,1,50.027339,Normal
14,24.14,323341,14,22,tcp,1540,-------,15,9667,16103,24798600,clien-14,Switch2,30.427693,30.427693,30.437817,0,328.431807,505785,1540,0.236498,0,30.427693,30.458063,1,50.029965,Normal
24.12,12,528686,24,23,ack,55,-------,13,14831,16103,885665,server1,Router,46.181442,46.181442,46.191445,0,328.491596,18067,55,0.008446,0,46.181442,46.211451,1.030026,50.051067,Normal
15,24.15,533668,15,22,tcp,1540,-------,16,14963,16092,24781700,clien-15,Switch2,46.562995,46.562995,46.573119,0,328.205808,505437,1540,0.236337,0,46.562995,46.593365,1,50.030211,Normal
4,24.4,356418,4,21,tcp,1540,-------,5,10502,16091,24780100,clien-4,Switch1,32.967434,32.967434,32.977557,0,328.217832,505455,1540,0.236321,0,32.967434,32.997803,1,50.025368,Normal
14,24.14,207590,23,24,tcp,1540,-------,15,6473,16103,24798600,Router,server1,20.777314,20.777314,20.787437,0,328.431807,505785,1540,0.236498,0,20.757067,20.787437,1,50.029965,Normal
4.2,24.46,67145,4,21,cbr,1500,-------,25,2836,10050,15075000,client-4,switch1,63.694,63.69412,63.70424,0.00012,1118.27935,1677420,1500,0.143766,0.03048,63.694,63.72448,1,9.987021,UDP-Flood
5.1,24.25,319317,23,24,cbr,1000,-------,26,640,6250,6250000,Router,server1,30.14056,30.141057,30.151137,0.000497,124.942427,124942,1000,0.059605,0.000897,30.12,30.151137,25,75.02304,Normal
5,24.5,425125,5,21,tcp,1540,-------,6,12227,16091,24780100,clien-5,Switch1,38.238603,38.238603,38.248727,0,328.204637,505434,1540,0.236321,0,38.238603,38.268973,1,50.027339,Normal
4,24.4,20562,21,23,tcp,1540,-------,5,643,16091,24780100,Switch1,Router,3.156299,3.156299,3.166422,0,328.217832,505455,1540,0.236321,0,3.146176,3.176546,1,50.025368,Normal
8.2,24.5,49783,23,24,cbr,1500,-------,29,1905,9108,13662000,router,server1,47.394971,47.397131,47.407251,0.00216,1016.516723,1524780,1500,0.130291,0.03468,47.372571,47.407251,1,9.96001,UDP-Flood
24,0,260549,24,23,ack,55,-------,1,8080,16091,885005,server1,Router,25.610005,25.610005,25.620008,0,328.316229,18057.4,55,0.00844,0,25.610005,25.640014,1.03001,50.040685,Normal
24.6,6,132277,21,6,ack,55,-------,7,4121,16091,885005,Switch1,clien-6,13.689966,13.689966,13.69997,0,328.19309,18050.6,55,0.00844,0,13.66996,13.69997,1.030048,50.059112,Normal
4,24.4,290536,23,24,tcp,1540,-------,5,8839,16091,24780100,Router,server1,27.933315,27.934485,27.944608,0.00117,328.217832,505455,1540,0.236321,0.0016,27.912638,27.944608,1,50.025368,Normal
12,24.12,67272,22,23,tcp,1540,-------,13,2106,16103,24798600,Switch2,Router,7.555603,7.555603,7.565726,0,328.491489,505876,1540,0.236498,0,7.54548,7.57585,1,50.021057,Normal
24.8,8,10041,21,8,ack,55,-------,9,304,16088,884840,Switch1,clien-8,2.174051,2.174051,2.184054,0,328.113525,18046.2,55,0.008438,0,2.154045,2.184054,1.030054,50.061864,Normal
5.1,24.25,557512,23,24,cbr,1000,-------,26,2924,6250,6250000,Router,server1,48.412654,48.413257,48.423337,0.000603,124.942427,124942,1000,0.059605,0.001097,48.392,48.423337,25,75.02304,Normal
10,24.11,4312,10,22,ping,65535,-------,0,-1,210,13762400,client-10,switch2,5,5,5.015243,0,23.20193,1520540,65535.2,0.131248,0.050971,5,5.050971,0,9.050971,Smurf
24.1,10,20529,23,22,ack,55,-------,11,634,16103,885665,Router,Switch2,3.154147,3.154147,3.16415,0,328.561918,18070.9,55,0.008446,0,3.144144,3.174154,1.030013,50.040562,Normal
0,24,22115,21,23,tcp,1540,-------,1,691,16091,24780100,Switch1,Router,3.304173,3.304173,3.314296,0,328.316229,505606,1540,0.236321,0,3.29405,3.324419,1,50.010675,Normal
5,24.5,167199,5,21,tcp,1540,-------,6,5214,16091,24780100,clien-5,Switch1,16.956213,16.956213,16.966337,0,328.204637,505434,1540,0.236321,0,16.956213,16.986583,1,50.027339,Normal
9,24.9,65376,23,24,tcp,1540,-------,10,2041,16085,24770900,Router,server1,7.387669,7.387669,7.397792,0,328.063862,505218,1540,0.236234,0,7.367422,7.397792,1,50.030088,Normal
5,24.5,273096,21,23,tcp,1540,-------,6,8393,16091,24780100,Switch1,Router,26.584853,26.584853,26.594976,0,328.204637,505434,1540,0.236321,0,26.57473,26.605099,1,50.027339,Normal
7.2,24.49,78417,7,21,cbr,692,-------,28,3171,9588,6634900,client-7,switch1,74.429714,74.430074,74.44013,0.00036,1066.08599,737732,692,0.063275,0.031071,74.429714,74.460785,1,9.993646,UDP-Flood
7,24.7,173649,7,21,tcp,1540,-------,8,5413,16090,24778600,clien-7,Switch1,17.565183,17.565183,17.575306,0,328.167486,505378,1540,0.236307,0,17.565183,17.595553,1,50.029842,Normal
13.1,24.33,612229,23,24,cbr,1000,-------,34,4792,6250,6250000,Router,server1,63.3564,63.35672,63.3668,0.00032,124.943026,124943,1000,0.059605,0.00056,63.336,63.3668,25,75.0228,Normal
24.5,5,409250,23,21,ack,55,-------,6,11817,16091,885005,Router,Switch1,37.028693,37.028693,37.038697,0,328.204851,18051.3,55,0.00844,0,37.01869,37.0487,1.030042,50.057349,Normal
2,24.2,166456,21,23,tcp,1540,-------,3,5193,16091,24780100,Switch1,Router,16.896515,16.896515,16.906638,0,328.26404,505526,1540,0.236321,0,16.886392,16.916762,1,50.018467,Normal
13,24.13,251199,13,22,tcp,1540,-------,14,7838,16103,24798600,clien-13,Switch2,24.860882,24.860882,24.871005,0,328.460131,505828,1540,0.236498,0,24.860882,24.891251,1,50.025737,Normal
24.1,10,221229,22,10,ack,55,-------,11,6898,16103,885665,Switch2,clien-10,22.064072,22.064072,22.074075,0,328.561918,18070.9,55,0.008446,0,22.044066,22.074075,1.030013,50.040562,Normal
7,24.7,112106,23,24,tcp,1540,-------,8,3498,16090,24778600,Router,server1,11.790053,11.790053,11.800176,0,328.167486,505378,1540,0.236307,0,11.769806,11.800176,1,50.029842,Normal
24.3,3,229291,21,3,ack,55,-------,4,7150,16091,885005,Switch1,clien-3,22.822425,22.822425,22.832428,0,328.241051,18053.3,55,0.00844,0,22.802419,22.832428,1.030029,50.051929,Normal
26,25.1,29742,26,25,tcp,576,-------,1,1584953,5628,3241120,webserverlistin,webcache,28.732048,28.846512,28.885728,0.114464,658.090443,378989.000956,575.891969,0.03091,0.15368,28.732048,28.885728,1.447776,9.999792,Normal
24.8,8,240720,21,8,ack,55,-------,9,7498,16088,884840,Switch1,clien-8,23.898856,23.898856,23.908859,0,328.113525,18046.2,55,0.008438,0,23.87885,23.908859,1.030054,50.061864,Normal
24.12,12,445368,22,12,ack,55,-------,13,12732,16103,885665,Switch2,clien-12,39.809859,39.809859,39.819862,0,328.491596,18067,55,0.008446,0,39.789853,39.819862,1.030026,50.051067,Normal
11,24.11,364443,11,22,tcp,1540,-------,12,10704,16103,24798600,clien-11,Switch2,33.583677,33.583677,33.593801,0,328.522879,505925,1540,0.236498,0,33.583677,33.614047,1,50.016373,Normal
4,24.4,397632,23,24,tcp,1540,-------,5,11533,16091,24780100,Router,server1,36.149324,36.150247,36.16037,0.000923,328.217832,505455,1540,0.236321,0.001722,36.128278,36.16037,1,50.025368,Normal
12,24.12,368073,23,24,tcp,1540,-------,13,10792,16103,24798600,Router,server1,33.882739,33.882739,33.892862,0,328.491489,505876,1540,0.236498,0,33.862493,33.892862,1,50.021057,Normal
10,24.1,65083,22,23,tcp,1540,-------,11,2033,16103,24798600,Switch2,Router,7.350195,7.350195,7.360318,0,328.561898,505985,1540,0.236498,0,7.340072,7.370442,1,50.010552,Normal
1,24.1,85653,1,21,tcp,1540,-------,2,2680,16091,24780100,clien-1,Switch1,9.277134,9.277134,9.287258,0,328.297855,505578,1540,0.236321,0,9.277134,9.307504,1,50.013418,Normal
24.12,12,102039,24,23,ack,55,-------,13,3178,16103,885665,server1,Router,10.819818,10.819818,10.829821,0,328.491596,18067,55,0.008446,0,10.819818,10.849827,1.030026,50.051067,Normal
24.7,7,514544,23,21,ack,55,-------,8,14465,16090,884950,Router,Switch1,45.106381,45.106381,45.116384,0,328.167767,18049.2,55,0.00844,0,45.096378,45.126387,1.030051,50.059851,Normal
1,24.1,193350,23,24,tcp,1540,-------,2,6034,16091,24780100,Router,server1,19.439608,19.439608,19.449731,0,328.297855,505578,1540,0.236321,0,19.419362,19.449731,1,50.013418,Normal
9.2,24.51,52592,21,23,cbr,1500,-------,30,2012,9108,13662000,switch1,router,50.016074,50.064108,50.074228,0.048034,1016.496869,1524750,1500,0.130291,0.130942,50.005714,50.136656,1,9.960185,UDP-Flood
24.9,9,511372,24,23,ack,55,-------,10,14384,16085,884675,server1,Router,44.852926,44.852926,44.86293,0,328.064183,18043.5,55,0.008437,0,44.852926,44.882936,1.030058,50.060098,Normal
24.13,13,275771,23,22,ack,55,-------,14,8451,16103,885665,Router,Switch2,26.788357,26.788357,26.79836,0,328.460278,18065.3,55,0.008446,0,26.778354,26.808363,1.030032,50.055747,Normal
24.12,12,326853,24,23,ack,55,-------,13,9746,16103,885665,server1,Router,30.697309,30.697309,30.707312,0,328.491596,18067,55,0.008446,0,30.697309,30.727318,1.030026,50.051067,Normal
14,24.14,192193,14,22,tcp,1540,-------,15,5993,16103,24798600,clien-14,Switch2,19.307966,19.307966,19.31809,0,328.431807,505785,1540,0.236498,0,19.307966,19.338336,1,50.029965,Normal
24.9,9,278503,21,9,ack,55,-------,10,8518,16085,884675,Switch1,clien-9,27.008685,27.008685,27.018688,0,328.064183,18043.5,55,0.008437,0,26.988678,27.018688,1.030058,50.060098,Normal
12.1,24.32,588727,12,22,cbr,1000,-------,33,3625,6250,6250000,clien-12,Switch2,54,54,54.01008,0,124.943426,124943,1000,0.059605,0.0004,54,54.03064,25,75.02264,Normal
24.13,13,114903,24,23,ack,55,-------,14,3580,16103,885665,server1,Router,12.030974,12.030974,12.040978,0,328.460278,18065.3,55,0.008446,0,12.030974,12.060984,1.030032,50.055747,Normal
24.5,5,95695,23,21,ack,55,-------,6,2972,16091,885005,Router,Switch1,10.233544,10.233544,10.243547,0,328.204851,18051.3,55,0.00844,0,10.223541,10.25355,1.030042,50.057349,Normal
1.1,24.21,598905,21,23,cbr,1000,-------,22,4131,6250,6250000,Switch1,Router,58.05808,58.05816,58.06824,0.00008,124.944025,124944,1000,0.059605,0.00016,58.048,58.0784,25,75.0224,Normal
